r cabinet lighting																											
Penguin ELT					Level Info					Word count / Length				M-Reader		Genre & Audience			Publication Data								Further Information
ERF code	Publisher	Title ERF Language Learner Literature Awards: LLLA Winners in Red, Finalists in Blue	Author(s)	Series	Publisher level	Headwords	ERF level (E) Early (M) Mid (H) High	Common European Framework CEF level	Yomi- yasusa level (YL) Average	Word count  (body only)	Additional material wordcount	Actual or Estimated count?	Book length (Pages)	Quiz  Avaliable? (Y)es, (N)o,  (S)oon	MReader Reading Level [RL]	Fiction (F) Nonfiction (NF)	Genre mystery, adventure, love, horror, etc.	Target age group: children, teen, adult, etc.	ISBN A (without CD/CD-ROM)	ISBN B (with CD/CD-ROM)	ISBN C (?)	ISBN D (?)	ISBN E (?)	Copyright  Year	Year First Published	In print?	Notes on publishing history, awards, special features, etc.
PGK2	Penguin	Monsters Inc.		Penguin Kids (Disney)	2	400			0.6	257		A	16	Y	0				9781408288580	-				2013	2013	Y	
PGK2	Penguin	Pirate Patch	Helen Parker	Penguin Kids	2	400			0.6	263		A	16	Y	0		Original	Kids, Teen	9781408288290	-				2014	2014	Y	
PGK2	Penguin	Shaun Sheep Bathtime Reader		Penguin Kids	2	400			0.6			A	16	N	0		Aardman	Kids, Teen	9781447931317	-				2014	2014	N	
PGK2	Penguin	Snow White and the Seven Dwarfs		Penguin Kids (Disney)	2	400			0.6	235		A	16	Y	0				9781408288559	-				2012	2012	Y	
PGK2	Penguin	Thumbelina	Nicola Schofield	Penguin Kids	2	400 			0.6	252 		A	16	Y	0		Contemporary	Kids, Teen	9781408288306	-				2014	2014	Y	
PGK2	Penguin	Tom at the Harbour		Penguin Kids (CLIL)	2	400 			0.6	266 		A	16	Y	0				9781408288276	-				2013	2013	Y	
PGK2	Penguin	Toy Story 1		Penguin Kids (Disney)	2	400			0.6	229		A	16	Y	0				9781408288597	-				2012	2012	Y	
PGK3	Penguin	101 Dalmatians		Penguin Kids (Disney)	3	600			0.8	747		A	24	N	1				9781408287316	-				2012	2012	N	
PGK3	Penguin	Beauty and the Beast		Penguin Kids (Disney)	3	600			0.8	756		A	24	Y	1				9781408288627	-				2013	2013	Y	
PGK3	Penguin	Bug's Life, A		Penguin Kids (Disney)	3	600			0.8	681		A	24	Y	1				9781408287330	-				2012	2012	Y	
PGK3	Penguin	Butterflies and Frogs		Penguin Kids (CLIL)	3	600			0.8	747		A	24	Y	1				9781408288337	-				2013	2013	Y	
PGK3	Penguin	Festival Fun		Penguin Kids (CLIL)	3	600			0.8	710		A	24	Y	1				9781408288146	-				2013	2013	Y	
PGK3	Penguin	Giraffe & Pelly (Dahl)	Kathryn Harper	Penguin Kids	3	600 			0.8	806 		A	24	Y	1		Roald Dahl	Kids, Teen	9781447931331	-				2014	2014	Y	
PGK3	Penguin	Lady and the Tramp		Penguin Kids (Disney)	3	600			0.8	784		A	24	Y	1				9781408288603	-				2013	2013	Y	
PGK3	Penguin	Pinocchio		Penguin Kids (Disney)	3	600			0.8	761		A	24	Y	1				9781408288610	-				2012	2012	Y	
PGK3	Penguin	Shaun The Sheep Save The Tree	Kathryn Harper	Penguin Kids	3	600			0.8	727		A	24	Y	1		Aardman	Kids, Teen	9781447931348	-				2014	2014	Y	
PGK3	Penguin	Space Island Adventure	Nicola Schofield	Penguin Kids	3	600 			0.8	718 		A	24	Y	1		ODI	Kids, Teen	9781408288351	-				2014	2014	Y	
PGK3	Penguin	Sport with Trainer Tim		Penguin Kids (CLIL)	3	600			0.8	769 		A	24	Y	1				9781408288313	-				2013	2013	Y	
PGK3	Penguin	Toy Story 2		Penguin Kids (Disney)	3	600			0.8	748		A	24	Y	1				9781408288634	-				2012	2012	Y	
PGK3	Penguin	Up In The Air		Penguin Kids (CLIL)	3	600			0.8	705		A	24	Y	1				9781408288320	-				2013	2013	Y	
PGK3	Penguin	Wizard Of Oz The	Helen Parker	Penguin Kids	3	600 			0.8	782 		A	24	Y	1		Contemporary	Kids, Teen	9781408288344	-				2014	2014	Y	
PGK4	Penguin	Animal Athletes		Penguin Kids (CLIL)	4	800			1.2	1,117		A	24	Y	1				9781408288382	-				2013	2013	Y	
PGK4	Penguin	Aristocats, The		Penguin Kids (Disney)	4	800			1.2	1,142		A	24	Y	1				9781408288627	-				2013	2013	Y	
PGK4	Penguin	Brain Gym		Penguin Kids (CLIL)	4	800			1.2	950 		A	24	Y	1				9781408288153	-				2013	2013	Y	
PGK4	Penguin	Chicken Little		Penguin Kids (Disney)	4	800			1.2	1128		A	24	Y	1				9781408288665	-				2012	2012	Y	
PGK4	Penguin	Fantastic Mr Fox The (Dahl)	Andrew Hopkins	Penguin Kids	4	800			1.2	1,179 		A	24	Y	1		Roald Dahl	Kids, Teen	9781447931355	-				2014	2014	Y	
PGK4	Penguin	Incredibles, The		Penguin Kids (Disney)	4	800			1.2	1,100 		A	24	Y	1				9781408288689	-						Y	
PGK4	Penguin	Lion King, The		Penguin Kids (Disney)	4	800			1.2	1,149 		A	24	Y	1				9781408286975	-				2012	2012	Y	
PGK4	Penguin	Pollyanna	Coleen Degnan-Veness	Penguin Kids	4	800			1.2	1,191		A	24	Y	1		Contemporary	Kids, Teen	9781408288405	-				2014	2014	Y	
PGK4	Penguin	Robin Hood		Penguin Kids (Disney)	4	800			1.2	1,100 		A	24	Y	1				9781408288641	-						Y	
PGK4	Penguin	Sherlock Holmes	Paul Shipton	Penguin Kids	4	800			1.2	1,167		A	24	Y	1		Contemporary	Kids, Teen	9781447931294	-				2014	2014	Y	
PGK4	Penguin	Storm! Clil	Marie Crook	Penguin Kids	4	800			1.2	1,064		A	24	Y	1		Clil	Kids, Teen	9781408288375	-				2014	2014	Y	
PGK4	Penguin	Toy Story 3		Penguin Kids (Disney)	4	800			1.2	1,168 		A	24	Y	1				9781408288672	-				2012	2012	Y	
PGK4	Penguin	Twits (Dahl) 	Roald Dahl	Penguin Kids	4	800			1.2	1,167		A	24	Y	1		Roald Dahl	Kids, Teen	9781447931300	-				2014	2014	Y	
PGK4	Penguin	Wind In The Willows The	Melanie Williams	Penguin Kids	4	800			1.2	1,166 		A	24	Y	2		Contemporary	Kids, Teen	9781408288399	-				2014	2014	Y	
PGK5	Penguin	Aladdin		Penguin Kids (Disney)	5	1000			1.6	2,202 		A	32	Y	2				9781408287354	-				2012	2012	Y	
PGK5	Penguin	Alice in Wonderland		Penguin Kids (Disney)	5	1000			1.6	2,132 		A	32	Y	2				9781408287378	-				2013	2013	Y	
PGK5	Penguin	Charlie and the Chocolate Factory (Dahl) 	Melanie Williams	Penguin Kids	5	1000			1.6	2,098 		A	32	Y	2		Roald Dahl	Kids, Teen	9781447931362	-				2014	2014	Y	
PGK5	Penguin	George'S Marvellous Medicine	Andrew Hopkins	Penguin Kids	5	1000			1.6	2,175 		A	32	Y	2		Roald Dahl	Kids, Teen	9781408288368	-				2014	2014	Y	
PGK5	Penguin	Gulliver'S Travels	Marie Crook	Penguin Kids	5	1000			1.6	2,105 		A	32	Y	2		Contemporary	Kids, Teen	9781408288450	-				2014	2014	Y	
PGK5	Penguin	Harry's Clothes Project		Penguin Kids (CLIL)	5	1000			1.6	1,997 		A	32	Y	2				9781408288412	-				2013	2013	Y	
PGK5	Penguin	Hercules		Penguin Kids (Disney)	5	1000			1.6	2,221 		A	32	Y	2				9781408288719	-				2013	2013	Y	
PGK5	Penguin	Hunchback of Notre Dame. The		Penguin Kids (Disney)	5	1000			1.6	2,202 		A	32	N	2				9781408288702	-				2012	2012	N	
PGK5	Penguin	Ice Island Adventure		Penguin Kids	5	1000			1.6	2,159 		A	32	Y	2		ODI	Kids, Teen	9781408288443	-				2014	2014	N	
PGK5	Penguin	Into It Clil	Laura Miller	Penguin Kids	5	1000			1.6	1,982 		A	32	Y	2		Contemporary	Kids, Teen	9781408288429	-				2014	2014	Y	
PGK5	Penguin	Island Hopping		Penguin Kids (CLIL)	5	1000			1.6	2,036 		A	32	Y	2				9781408288436	-				2013	2013	Y	
PGK5	Penguin	Land Of New Hope, A	Jocelyn Potter	Penguin Kids	5	1000			1.6	2,122 		A	32	Y	2		Clil	Kids, Teen	9781408286982	-				2014	2014	Y	LLLA FINALIST 2015
PGK5	Penguin	Ratatouille		Penguin Kids (Disney)	5	1000			1.6	2,167 		A	32	Y	2				9781408288726	-				2012	2012	Y	
PGK5	Penguin	Wall-E		Penguin Kids (Disney)	5	1000			1.6	2,094 		A	32	Y	2				9781408288733	-				2012	2012	Y	
PGK6	Penguin	Animal Camouflage		Penguin Kids (CLIL)	6	1200			2.2	3,286 		A	40	Y	3				9781408288481	-				2013	2013	Y	
PGK6	Penguin	Astronauts In Space	Caroline Laidlaw	Penguin Kids	6	1200			2.2	2,980 		A	32	Y	3		Clil	Kids, Teen	9781408288474	-				2014	2014	Y	
PGK6	Penguin	Atlantis: The Lost Empire		Penguin Kids (Disney)	6	1200			2.2	3,234 		A	40	Y	3				9781408288184	-				2012	2012	Y	
PGK6	Penguin	Cars		Penguin Kids (Disney)	6	1200			2.2	3,219 		A	40	Y	3				9781408288788	-				2013	2013	Y	
PGK6	Penguin	Future Island Adventure		Penguin Kids	6	1200			2.2	3,484 		A	32	Y	3		ODI	Kids, Teen	9781408288498	-				2014	2014	N	
PGK6	Penguin	James And The Giant Peach	Jocelyn Potter	Penguin Kids	6	1200			2.2	3,517 		A	32	Y	3		Roald Dahl	Kids, Teen	9781447931379	-				2014	2014	Y	
PGK6	Penguin	Lilo And Stitch		Penguin Kids (Disney)	6	1200			2.2	3,392 		A	40	Y	3				9781408288771	-				2013	2013	Y	
PGK6	Penguin	Mulan		Penguin Kids (Disney)	6	1200			2.2	3,537 		A	40	Y	3				9781408288757	-				2012	2012	Y	
PGK6	Penguin	Our Changing Planet		Penguin Kids (CLIL)	6	1200			2.2	3,428 		A	40	Y	3				9781408288467	-				2013	2013	Y	
PGK6	Penguin	Pocahontas		Penguin Kids (Disney)	6	1200			2.2	3,419 		A	40	Y	3				9781408288740	-				2013	2013	Y	
PGK6	Penguin	Secret Garden	Caroline Laidlaw	Penguin Kids	6	1200			2.2	3,558 		A	32	Y	3		Contemporary	Kids, Teen	9781408288504	-				2014	2014	Y	
PGK6	Penguin	Up		Penguin Kids (Disney)	6	1200			2.2	3,534 		A	40	Y	3				9781408288764	-				2012	2012	Y	
PGK6	Penguin	Wallace & Gromit: A Matter Of Loaf And Death	Paul Shipton	Penguin Kids	6	1200			2.2	3,457 		A	32	Y	3		Aardman	Kids, Teen	9781447931386	-				2014	2014	Y	
PGK6	Penguin	World Of Homes, A		Penguin Kids (CLIL)	6	1200			2.2	3,153 		A	40	Y	3				9781408288160	-				2013	2013	Y	
PGR0	Penguin	Anita's Big Day	Laird	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		Y	1		-	teen, adult	9780582352896	-				2008	2008	N	
PGR0	Penguin	Between Two Worlds	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8-0.9	933 		A	20	Y	1		Original	teen, adult	9781405869430	9781405880534				2008	2008	Y	
PGR0	Penguin	Big Bag Mistake, The	Escott, John	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	806 		A	20	Y	1		Original	teen, adult	9781405876704	9781405880541				2008	2008	Y	
PGR0	Penguin	Billy and the Queen	Rabley, Stephen	Penguin Readers	Easystarts	200	Beginner (M)	A1	0.8	1065		A	20	Y	1		Original	teen, adult	9781405869447	9781405880558				2008	2008	Y	
PGR0	Penguin	Blue Cat Club, The	 Bernard Smith 	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		Y	1		-	teen, adult	9780582505278	-				2008	2008	N	to Penguin Active Reading
PGR0	Penguin	Blue Moon Valley	Rabley	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		N	1		-	teen, adult	9780582402881	-				2008	2008	N	
PGR0	Penguin	Cup in the Forest, The	Collins	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	980 		E		Y	1		-	teen, adult	9780582505285	-				2008	2008	N	to Penguin Active Reading
PGR0	Penguin	Dead Man's River	Laird	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	800 		E		Y	1		-	teen, adult	9780582402928	-				2008	2008	N	
PGR0	Penguin	Dino's Day in London	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	801 		A	20	Y	1		Original	teen, adult	9781405869454	9781405880565				2008	2008	Y	
PGR0	Penguin	Fireboy, The	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	967 		A	20	Y	1		Original	teen, adult	9781405869577	9781405880572				2008	2008	Y	
PGR0	Penguin	Flying Home	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	974 		A	20	Y	1		Original	teen, adult	9781405869461	9781405880589				2008	2008	Y	
PGR0	Penguin	Hannah & the Hurricane	Escott, John	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	973 		A	20	Y	1		Original	teen, adult	9781405869478	9781405880596				2008	2008	Y	
PGR0	Penguin	Julia Roberts	Taylor	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		Y	1		-	teen, adult	9780582504967	-				2008	2008	N	
PGR0	Penguin	Kim's Choice	Viney, Brigit 	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		Y	1		-	teen, adult	9780582501898	-				2008	2008	N	to Penguin Active Reading
PGR0	Penguin	Last Photo, The	Smith, Bernard	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	800 		A	20	Y	1		Original	teen, adult	9781405869591	9781405880602				2008	2008	Y	
PGR0	Penguin	Leopard & the Lighthouse, The	Collins, Anne	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	1,003 		A	20	Y	1		Original	teen, adult	9781405869669	9781405880619				2008	2008	Y	
PGR0	Penguin	Long Road, The	Smith	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		Y	1		-	teen, adult	9780582504943	-				2008	2008	N	to Penguin Active Reading
PGR0	Penguin	Lucky Break, The	Escott, John	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	720 		A	20	Y	1		Original	teen, adult	9781405876711	9781405880626				2008	2008	Y	
PGR0	Penguin	Maisie and the Dolphin	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	973 		A	20	Y	1		Original	teen, adult	9781405869546	9781405880633				2008	2008	Y	
PGR0	Penguin	Marcel and the Mona Lisa	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	999 		A	20	Y	1		Original	teen, adult	9781405869553	9781405880640				2008	2008	Y	
PGR0	Penguin	Marcel and the White Star	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	962 		A	20	Y	1		Original	teen, adult	9781405869560	9781405880657				2008	2008	Y	
PGR0	Penguin	New Zealand Adventure, A	Thorburn, Jan	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	803 		A	16	Y	1		Original	teen, adult	9781405882774	9781405880664				2008	2008	Y	
PGR0	Penguin	Newspaper Chase	Escott	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		Y	1		-	teen, adult	9780582517462	-				2008	2008	N	to Penguin Active Reading
PGR0	Penguin	Pearl Girl, The	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	949 		A	16	Y	1		Original	teen, adult	9781405867832	9781405885539				2008	2008	Y	
PGR0	Penguin	Pete and the Pirates	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	1,397 		A	16	Y	1		Original	teen, adult	9781408221167	9781408232156				2010	2010	Y	
PGR0	Penguin	San Francisco Story	Escott, John	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	842 		A	16	Y	1		Original	teen, adult	9781408231746	9781408261323				2011	2011	Y	
PGR0	Penguin	Simon & the Spy	Laird, Elizabeth	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	978 		A	20	Y	1		Original	teen, adult	9781405869614	9781405880671				2008	2008	Y	
PGR0	Penguin	Song, The	Tomalin	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	800 		E		Y	1		-	teen, adult	9780582505292	-				2008	2008	N	
PGR0	Penguin	Tinkers Farm	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	1,021 		A	20	Y	1		Original	teen, adult	9781405869676	9781405880688				2008	2008	Y	
PGR0	Penguin	Tinkers Island	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	957 		A	20	Y	1		Original	teen, adult	9781405869683	9781405880695				2008	2008	Y	
PGR0	Penguin	Tom Cruise	Smith, Rod	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	934 		A	16	Y	1		Original	teen, adult	9781405882781	9781405880701				2008	2008	Y	
PGR0	Penguin	Troy Stone, The	Rabley, Stephen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	996 		A	20	Y	1		Original	teen, adult	9781405869584	9781405880718				2008	2008	Y	
PGR0	Penguin	White Oryx, The	Smith, Bernard	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	910 		A	20	Y	1		Original	teen, adult	9781405876728	9781405880725				2008	2008	Y	
PGR0	Penguin	Who Wants To Be a Star?	Iggulden, Margaret	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	911 		A	20	Y	1		Original	teen, adult	9781405869607	9781405880732				2008	2008	Y	
PGR1	Penguin	Adventures of Tom Sawyer, The	Twain, Mark	Penguin Readers	1	300 	Beginner (H)	A1	1.4-1.6	4,003 		A	32	Y	2		Classic	teen, adult	9781405842778	9781405878005				2008	2008	Y	
PGR1	Penguin	Ali & His Camera	Pizante, Raymond	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,881 		A	20	Y	2		Original	teen, adult	9781405876667	9781405878012				2008	2008	Y	
PGR1	Penguin	Amazon Rally	Amos	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,900 		E		N	2		-	teen, adult	9780582427730	-				2008	2008	N	to Penguin Active Readers
PGR1	Penguin	April in Moscow	Rabley	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	900 		E		N	2		-	teen, adult	9780582402973	-				2008	2008	N	
PGR1	Penguin	Barcelona Game, The	Pizante	Penguin Readers	1	300 	Beginner (H)	A1	1.1	1,300 		E		Y	2		-	teen, adult	9780582427716	-				2008	2008	N	to Penguin Active Readers
PGR1	Penguin	Battle of Newton Road, The	Dunkling, Leslie	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,649 		A	20	Y	2		Original	teen, adult	9781405876940	9781405878029				2008	2008	Y	
PGR1	Penguin	Biker's Ghost, A	Alison prince	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,000 		E		Y	2		-	teen, adult	9780582426535	-				2008	2008	N	
PGR1	Penguin	Brazil-500 Years Voyage to Terra Papagalis	Francisco lima	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,300 		E		N	2		-	teen, adult	9780582430549	-				2008	2008	N	
PGR1	Penguin	Brown Eyes	Stewart	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,500 		E		Y	2		-	teen, adult	9780582417700	-				2008	2008	N	
PGR1	Penguin	Carnival	Keen	Penguin Readers	Easystarts	200 	Beginner (M)	A1	0.8	880 		E		N	2		-	teen, adult	9780582505308	-				2008	2008	N	
PGR1	Penguin	Crown, The	James	Penguin Readers	1	300 	Beginner (H)	A1	1.2-1.4	4,000 		E		Y	2		-	teen, adult	9780582505414	-				2008	2008	N	to Penguin Active Readers
PGR1	Penguin	Daniel Radcliffe	Shipton, Vicky	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,028 		A	16	Y	2		Original	teen, adult	9781405867658	9781405885447				2008	2008	Y	
PGR1		Dark Streets	Robert O'Neill	Penguin Readers	1	300 	Beginner (H)	A1						Y	2				9780582381032								
PGR1	Penguin	David Beckham	Smith, Bernard	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,092 		A	16	Y	2		Original	teen, adult	9781405881494	9781405878036				2008	2008	Y	
PGR1	Penguin	Gift of the Magi and Other Stories, The	Henry, O	Penguin Readers	1	300 	Beginner (H)	A1	1.2-1.4	4,349 		A	32	Y	2		Classic	teen, adult	9781405842785	9781405878043				2008	2008	Y	
PGR1	Penguin	Girl Meets Boy	Strange, Derek	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,816 		A	32	Y	2		Original	teen, adult	9781405869713	9781405878050				2008	2008	Y	
PGR1	Penguin	Hen and the Bull, The	Saki	Penguin Readers	1	300 	Beginner (H)	A1		1,650 		E	32	Y	2			teen, adult	9780140815382	-				1995	1995	N	
PGR1	Penguin	House of the Seven Gables, The	Hawthorne, Nathaniel	Penguin Readers	1	300 	Beginner (H)	A1	1.2-1.4	4,134 		A	32	Y	2		Classic	teen, adult	9781405842792	9781405878067				2008	2008	Y	
PGR1	Penguin	Island for Sale	Anne Collins	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,700 		E		Y	2		-	teen, adult	9780582427693	-				2008	2008	N	to Penguin Active Readers
PGR1	Penguin	Jennifer Lopez	Smith, Rod	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,983 		A	16	Y	2		Original	teen, adult	9781405881500	9781405878074				2008	2008	Y	
PGR1	Penguin	Karen & the Artist	Laird, Elizabeth	Penguin Readers	1	300	Beginner (H)	A1	1.0-1.2	1733		A	20	Y	2		Original	teen, adult	9781405876674	9781405878081				2008	2008	Y	
PGR1	Penguin	Leonardo DiCaprio	Furnas	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,300 		E		Y	2		-	teen, adult	9780582366947	-				2008	2008	N	
PGR1	Penguin	Lisa in London (Cartoon Strip)	Victor, Paul	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,257 		A	20	Y	2		Original	teen, adult	9781405876964	9781405878098				2008	2008	Y	
PGR1	Penguin	Little Women	Louisa May Alcott	Penguin Readers	1	300 	Beginner (H)	A1	1.2	5,000 		E		Y	2		-	teen, adult	9780582416680	-				2008	2008	N	to Penguin Active Readers
PGR1	Penguin	Marcel & the Shakespeare Letters	Rabley, Stephen	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,031 		A	20	Y	2		Original	teen, adult	9781405876735	9781405878111				2008	2008	Y	
PGR1	Penguin	Marcel Goes To Hollywood (Cartoon)	Rabley, Stephen	Penguin Readers	1	300 	Beginner (H)	A1	1.0	947 		A	20	Y	2		Original	teen, adult	9781405876742	9781405878104				2008	2008	Y	
PGR1		Medal of Brigadier Gerard, The	Sir Arthur Conan Doyle	Penguin Readers	1	300 	Beginner (H)	A1						Y	2				9780140815573								
PGR1	Penguin	Michael Jordan	Taylor, Nancy	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,960 		A	20	Y	2		Original	teen, adult	9781405881517	9781405878128				2008	2008	Y	
PGR1	Penguin	Mike's Lucky Day	Dunkling, Leslie	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,496 		A	20	Y	2		Original	teen, adult	9781405876957	9781405878135				2008	2008	Y	
PGR1	Penguin	Missing Coins, The	Escott, John	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,711 		A	20	Y	2		Original	teen, adult	9781405876681	9781405878142				2008	2008	Y	
PGR1	Penguin	Mother Teresa	Adrian-Vallance, D'Arcy	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,133 		A	16	Y	2		Original	teen, adult	9781405881524	9781405878159				2008	2008	Y	
PGR1	Penguin	Muhammad Ali	Smith, Bernard	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,451 		A	16	Y	2		Original	teen, adult	9781405881531	9781405878166				2008	2008	Y	
PGR1	Penguin	Pele	Smith, Rod	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,969 		A	20	Y	2		Original	teen, adult	9781405876926	9781405878173				2008	2008	Y	
PGR1	Penguin	Phone Rings, The	Mathews	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,900 		E		Y	2		-	teen, adult	9780582448360	-				2008	2008	N	
PGR1	Penguin	Prince William	Escott	Penguin Readers	1	300	Beginner (H)	A1	1.0-1.2	2,500 		E		Y	2		-	teen, adult	9780582366473	-				2008	2008	N	
PGR1	Penguin	Ricky Martin	Rod Smith	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,200 		E		Y	2		-	teen, adult	9780582344358	-				2008	2008	N	
PGR1	Penguin	Rip Van Winkle & the Legend of Sleepy Hollow	Irving, Washington	Penguin Readers	1	300 	Beginner (H)	A1	1.2-1.4	3,700 		A	32	Y	2		Classic	teen, adult	9781405842808	9781405878180				2008	2008	Y	
PGR1	Penguin	Run For Your Life	Waller, Stephen	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,635 		A	32	Y	2		Original	teen, adult	9781405869706	9781405878197				2008	2008	Y	
PGR1	Penguin	Sadies Big Day at the Office	Tonya Trappe	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,748 		A	16	Y	2		Original	teen, adult	9781408291313	9781447961574				2014	2014	Y	
PGR1	Penguin	Six Sketches	Dunkling, Leslie	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,077 		A	20	Y	2		Original	teen, adult	9781405876698	9781405878203				2008	2008	Y	
PGR1	Penguin	Speed Queens		Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	3,222 		A	16	Y	2		Original	teen, adult	9781408221020	9781408232088				2010	2010	Y	
PGR1	Penguin	Streets of London, The	Gilchrist	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	2,000 		E		Y	2		-	teen, adult	9780582416604	-				2008	2008	N	
PGR1	Penguin	Surfer!	Harvey, Paul	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,524 		A	32	Y	2		Original	teen, adult	9781405869690	9781405878210				2008	2008	Y	
PGR1	Penguin	Twenty Thousand Leagues Under the Sea	Verne, Jules	Penguin Readers	1	300 	Beginner (H)	A1	1.2-1.4	4,402 		A	32	Y	2		Classic	teen, adult	9781405842761	9781405877992				2008	2008	Y	
PGR1	Penguin	William Tell	Friedrich von shiller	Penguin Readers	1	300 	Beginner (H)	A1	1.2-1.4	3,730 		A	28	Y	2		Classic	teen, adult	9781408231555	9781408261255				2011	2011	Y	
PGR1	Penguin	Winner, The	Peter Johnson	Penguin Readers	1	300 	Beginner (H)	A1	1.5	2,100 		E		Y	2		-	teen, adult	9780582426566	-				2008	2008	N	
PGR1	Penguin	Wrong Man, The	Anderson	Penguin Readers	1	300 	Beginner (H)	A1	1.0-1.2	1,200 		E		Y	2		-	teen, adult	9780582427754	-				2008	2008	N	to Penguin Active Readers
PGR2	Penguin	Adventures of Rocky and Bullwinkle, The		Penguin Readers	2	600 	Beginner (H)	A2	2.4-2.6	9,700 		E		N	3		-	teen, adult	9780582451872	-				2008	2008	N	
PGR2	Penguin	Alice in Wonderland	Carroll, Lewis	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	7,693 		A	56	Y	3		Classic	teen, adult	9781405855358	9781405878234				2008	2008	Y	
PGR2	Penguin	Amazon Rainforest, The	Smith, Bernard	Penguin Readers	2	600 	Elementary (M)	A2	2.4-2.6	4,964 		A	36	Y	3	NF	Original	teen, adult	9781405881548	9781405878241				2008	2008	Y	LLLA WINNER 2006
PGR2	Penguin	American Life	Shipton, Vicky	Penguin Readers	2	600 	Elementary (M)	A2	2.2-2.4	3,082 		A	40	Y	3		Original	teen, adult	9781405881555	9781405878258				2008	2008	Y	
